_store,_product_websites,_attribute_set,_type,group_flavor,_category,sku,has_options,upc_code,name,bringg_user,image,small_image,thumbnail,gallery,url_key,url_path,page_layout,options_container,msrp_enabled,msrp_display_actual_price_type,image_label,small_image_label,thumbnail_label,brand,bedding_pattern,priceper,averageweight,price,unit,special_price,weight,msrp,gift_wrapping_price,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,manufacturer_info,cooking,freezing,special_from_date,special_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,country_of_manufacture,custom_design,gift_wrapping_available,gift_message_available,color,homeware_style,material,bed_bath_type,decor_type,home_decor_type
,base,Grocery,simple,6,FOOD,gro0026,0,6810001026,ORIGINAL LIGHT,,,,,,original-light,original-light-943.html,1 column,Product Info Column,Use config,Use config,,,,CHEEZ WHIZ,,,,35.55,,,0.5,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORIGINAL LIGHT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,6,FOOD,gro0027,0,6810001027,ORIGINAL LIGHT,,,,,,original-light,original-light-944.html,1 column,Product Info Column,Use config,Use config,,,,CHEEZ WHIZ,,,,35.55,,,1,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORIGINAL LIGHT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,6,FOOD,gro0028,0,6810001029,TEX MEX,,,,,,tex-mex,tex-mex.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.5,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TEX MEX,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0029,0,6672101717,TRISCUIT THIN CRISPS ORIGINAL,,,,,,triscuit-thin-crisps-original,triscuit-thin-crisps-original.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT THIN CRISPS ORIGINAL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0030,0,6672102040,TRISCUIT ORIGINAL,,,,,,triscuit-original,triscuit-original.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.4,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT ORIGINAL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0031,0,6672102038,TRISCUIT RYE WITH CARAWAY SEEDS,,,,,,triscuit-rye-with-caraway-seeds,triscuit-rye-with-caraway-seeds.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT RYE WITH CARAWAY SEEDS,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0032,0,6672102034,TRISCUIT 61% LESS SODIUM,,,,,,triscuit-61-less-sodium,triscuit-61-less-sodium.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT 61% LESS SODIUM,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0033,0,6672102014,TRISCUIT THIN CRISPS PARMESAN GARLIC,,,,,,triscuit-thin-crisps-parmesan-garlic,triscuit-thin-crisps-parmesan-garlic.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT THIN CRISPS PARMESAN GARLIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0034,0,6672102035,TRISCUIT CRACKED PEPPER & OLIVE OIL,,,,,,triscuit-cracked-pepper-olive-oil,triscuit-cracked-pepper-olive-oil.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT CRACKED PEPPER & OLIVE OIL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0035,0,6672102037,TRISCUIT ROSEMARY & OLIVE OIL,,,,,,triscuit-rosemary-olive-oil,triscuit-rosemary-olive-oil.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,TRISCUIT ROSEMARY & OLIVE OIL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0036,0,6672102081,RITZ BITS SANDWICHES SOCCER,,,,,,ritz-bits-sandwiches-soccer,ritz-bits-sandwiches-soccer.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.195,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RITZ BITS SANDWICHES SOCCER,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0037,0,6672102023,RITZ 61% LESS SODIUM,,,,,,ritz-61-less-sodium,ritz-61-less-sodium.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RITZ 61% LESS SODIUM,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0038,0,6672101559,OREO GOLDEN VANILLA,,,,,,oreo-golden-vanilla,oreo-golden-vanilla.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.35,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO GOLDEN VANILLA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0039,0,6672101528,OREO CHOCOLATE 30% LESS FAT,,,,,,oreo-chocolate-30-less-fat,oreo-chocolate-30-less-fat.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.35,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO CHOCOLATE 30% LESS FAT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0040,0,6672101898,OREO GOLDEN VANILLA,,,,,,oreo-golden-vanilla,oreo-golden-vanilla-956.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.55,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO GOLDEN VANILLA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0041,0,6672101837,OREO CHOCOLATE,,,,,,oreo-chocolate,oreo-chocolate.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,1.1,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO CHOCOLATE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0042,0,6672101874,PREMIUM PLUS WHOLE WHEAT,,,,,,premium-plus-whole-wheat,premium-plus-whole-wheat.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.5,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PREMIUM PLUS WHOLE WHEAT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0043,0,6672101529,FUDGEE-O THE ORIGINAL,,,,,,fudgee-o-the-original,fudgee-o-the-original.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.35,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,FUDGEE-O THE ORIGINAL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0044,0,6672101767,CHIPS AHOY!,,,,,,chips-ahoy,chips-ahoy.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,1,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CHIPS AHOY!,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0045,0,6672101409,RITZ VEGGIE,,,,,,ritz-veggie,ritz-veggie.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CHIPS,CHIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RITZ VEGGIE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0046,0,6672101913,NEWTONS DATE,,,,,,newtons-date,newtons-date.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.325,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,NEWTONS DATE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0047,0,6672101998,OREO 44TERS GOLDEN 6 X 2 PACKAGES,,,,,,oreo-44ters-golden-6-x-2-packages,oreo-44ters-golden-6-x-2-packages.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.3,,,1,No,4,2,OREO 44TERS,OREO 44TERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO 44TERS GOLDEN 6 X 2 PACKAGES,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0048,0,6672101088,CHIPS AHOY!,,,,,,chips-ahoy,chips-ahoy-1032.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.55,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CHIPS AHOY!,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0049,0,6672101368,RITZ CHEDDAR,,,,,,ritz-cheddar,ritz-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CHIPS,CHIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RITZ CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0050,0,6672101406,RITZ SOUR CREAM & ONION,,,,,,ritz-sour-cream-onion,ritz-sour-cream-onion.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CHIPS,CHIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RITZ SOUR CREAM & ONION,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0051,0,6672101278,PREMIUM PLUS SALTED TOPS,,,,,,premium-plus-salted-tops,premium-plus-salted-tops.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.45,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PREMIUM PLUS SALTED TOPS,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0052,0,6672101386,PREMIUM PLUS UNSALTED TOPS,,,,,,premium-plus-unsalted-tops,premium-plus-unsalted-tops.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PREMIUM PLUS UNSALTED TOPS,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0053,0,6672101385,PREMIUM PLUS SALTED TOPS,,,,,,premium-plus-salted-tops,premium-plus-salted-tops-969.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.225,,,1,No,4,2,CRACKERS,CRACKERS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PREMIUM PLUS SALTED TOPS,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0054,0,6672101348,OREO DOUBLE STUF CHOCOLATE,,,,,,oreo-double-stuf-chocolate,oreo-double-stuf-chocolate.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.35,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO DOUBLE STUF CHOCOLATE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,7,FOOD,gro0055,0,6672101239,OREO CHOCOLATE,,,,,,oreo-chocolate,oreo-chocolate-974.html,1 column,Product Info Column,Use config,Use config,,,,CHRISTIE,,,,35.55,,,0.35,,,1,No,4,2,COOKIES,COOKIES,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OREO CHOCOLATE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
